uuid,wrkname,scaling,scheduler,start_time,end_time,slo,collected,csv
6b3e0b48-fbb4-41d1-951c-d0eef73ce43a,whole,dasheng,dasheng,1704279791,1704281632,10,1,metrics/wula_RR/exp_E1_4/whole/dasheng/1704279791/
