uuid,wrkname,scaling,scheduler,start_time,end_time,slo,collected,csv
5d552ac1-b36b-44ac-8a82-98e4864cd21e,whole,dasheng,dasheng,1704719897,1704723619,10,0,metrics/wula/exp_EQ2_6/whole/dasheng/1704719897/
