RequestTime,ResponseTime,StatusCode,URL
1705932103595514957,1705932103762057683,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932103608601086,1705932104150733197,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932103614571467,1705932103761124304,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932103616496044,1705932103699580821,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932103634487599,1705932103833748551,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932103660491643,1705932104380178246,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932103662494986,1705932103805344141,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932103670491483,1705932103802568555,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932103676493243,1705932103935553414,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932103700491408,1705932104382446557,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932103700595337,1705932103944887358,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932103795487199,1705932103931057707,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932103841495215,1705932104093611068,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932103844494372,1705932104480178854,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932103923490336,1705932104105683962,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932103964500973,1705932104043663091,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932104015493319,1705932104283194505,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932104114490814,1705932104796973830,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932104165492358,1705932104353385686,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932104213489498,1705932104292736790,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932104224490250,1705932104484661623,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932104225490490,1705932104861403743,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
1705932104256495722,1705932104466301652,200,http://172.169.8.253:31112/function/llama-7b-submod-0-me-5.cdgp
1705932104323491723,1705932104445512728,200,http://172.169.8.253:31112/function/whisper-large-v2-submod-0-me-1.cdgp
1705932104326520481,1705932104636423328,200,http://172.169.8.253:31112/function/bert-21b-submod-0-me-5.cdgp
1705932104341491764,1705932105014843438,200,http://172.169.8.253:31112/function/opt-66b-submod-0-me-11.cdgp
